OrderID,Date,CustomerID,Product,Quantity,UnitPrice,TotalAmount,Region,SalesRep,PaymentMethod
ORD00064,2023-11-27,CUST5098,Headphones,2,1992,3984,North,Charlie,Bank Transfer
ORD00065,2023-03-05,CUST6212,Tablet,3,819,2457,West,David,Cash
ORD00066,2023-12-13,CUST8212,Mouse,10,1395,13950,South,Frank,Credit Card
ORD00067,2023-07-10,CUST1714,Mouse,10,137,1370,South,Bob,UPI
ORD00068,2023-02-04,CUST2551,Headphones,7,1988,13916,North,Alice,UPI
ORD00069,2023-06-13,CUST9732,Smartphone,5,1911,9555,North,Bob,Credit Card
ORD00070,2023-07-13,CUST3509,Laptop,4,1650,6600,South,Frank,UPI
ORD00071,2023-03-14,CUST9117,Keyboard,1,1180,1180,South,Alice,Debit Card
ORD00072,2023-10-04,CUST8623,Headphones,4,946,3784,East,Frank,Credit Card
ORD00073,2023-06-02,CUST1436,Monitor,4,186,744,East,Bob,Credit Card
ORD00074,2023-03-04,CUST9692,Laptop,1,1605,1605,South,David,Bank Transfer
ORD00075,2023-05-24,CUST9667,Tablet,2,631,1262,East,Eve,Bank Transfer
ORD00076,2023-04-13,CUST4007,Mouse,2,796,1592,South,Grace,Bank Transfer
ORD00077,2023-07-26,CUST2946,Keyboard,2,760,1520,South,Eve,Cash
ORD00078,2023-08-08,CUST1605,Smartwatch,7,834,5838,West,Alice,Debit Card
ORD00079,2023-06-23,CUST5161,Smartphone,5,201,1005,North,Charlie,Debit Card
ORD00080,2023-04-07,CUST2926,Smartwatch,7,1333,9331,South,Frank,Bank Transfer
ORD00081,2023-11-17,CUST9498,Tablet,4,1058,4232,West,Bob,Cash
ORD00082,2023-07-18,CUST2735,Headphones,9,841,7569,South,David,Cash
ORD00083,2023-09-26,CUST2218,Smartphone,1,1295,1295,East,Grace,UPI
ORD00084,2023-05-25,CUST8671,Smartphone,5,678,3390,West,Bob,Credit Card
ORD00085,2023-09-19,CUST7813,Mouse,6,1021,6126,West,Grace,Credit Card
ORD00086,2023-09-18,CUST4314,Headphones,9,280,2520,West,Hannah,Debit Card
ORD00087,2023-03-28,CUST4884,Smartwatch,8,285,2280,East,Frank,Credit Card
ORD00088,2023-03-05,CUST4188,Tablet,6,1787,10722,South,David,Debit Card
ORD00089,2023-10-27,CUST6540,Smartwatch,8,1606,12848,South,Grace,Debit Card
ORD00090,2023-03-16,CUST1607,Monitor,3,995,2985,North,Grace,Debit Card
ORD00091,2023-08-13,CUST1511,Monitor,2,1798,3596,South,Grace,Debit Card
ORD00092,2023-06-22,CUST1867,Headphones,8,448,3584,East,Hannah,Bank Transfer
ORD00093,2023-03-18,CUST4210,Smartwatch,4,1355,5420,West,Charlie,Bank Transfer
ORD00094,2023-02-15,CUST6006,Keyboard,5,1899,9495,North,Grace,Cash
ORD00095,2023-06-23,CUST1746,Laptop,7,189,1323,North,Hannah,Debit Card
ORD00096,2023-06-02,CUST7426,Tablet,6,170,1020,East,Hannah,Credit Card
ORD00097,2023-06-06,CUST1662,Keyboard,5,293,1465,West,Grace,Debit Card
ORD00098,2023-01-31,CUST6700,Headphones,10,306,3060,West,Alice,UPI
ORD00099,2023-09-05,CUST2399,Keyboard,10,1635,16350,North,Alice,Credit Card
ORD00100,2023-03-23,CUST1134,Monitor,4,1580,6320,South,Eve,UPI
ORD00101,2023-01-16,CUST7792,Smartwatch,8,448,3584,North,Frank,Cash
ORD00102,2023-03-29,CUST9392,Mouse,3,986,2958,East,Alice,Bank Transfer
ORD00103,2023-12-20,CUST5642,Mouse,9,175,1575,South,Grace,Bank Transfer
ORD00104,2023-04-17,CUST6274,Smartwatch,1,1886,1886,West,Hannah,Credit Card
ORD00105,2023-01-15,CUST2078,Smartphone,9,482,4338,South,Bob,Cash
ORD00106,2023-08-27,CUST3638,Laptop,7,1947,13629,South,Charlie,Bank Transfer
ORD00107,2023-10-10,CUST6842,Smartphone,9,118,1062,West,Grace,Debit Card
ORD00108,2023-08-29,CUST9254,Keyboard,8,1287,10296,South,Hannah,Cash
ORD00109,2023-07-16,CUST8348,Monitor,6,877,5262,North,Charlie,Credit Card
ORD00110,2023-03-16,CUST2919,Laptop,7,349,2443,West,David,Cash
ORD00111,2023-08-10,CUST1529,Smartwatch,3,1979,5937,West,Frank,Credit Card
ORD00112,2023-04-15,CUST1484,Monitor,8,1455,11640,South,Frank,Debit Card
ORD00113,2023-08-18,CUST1789,Keyboard,4,1944,7776,East,Hannah,Credit Card
ORD00114,2023-10-15,CUST1767,Headphones,4,1421,5684,North,Grace,UPI
ORD00115,2023-08-26,CUST1049,Monitor,7,1681,11767,West,Bob,Credit Card
ORD00116,2023-03-10,CUST7603,Smartwatch,3,796,2388,South,Frank,Credit Card
ORD00117,2023-08-16,CUST8268,Smartwatch,1,772,772,South,Eve,Credit Card
ORD00118,2023-02-06,CUST5732,Smartwatch,10,1773,17730,East,Grace,Bank Transfer
ORD00119,2023-06-01,CUST4773,Laptop,2,1225,2450,East,Grace,Credit Card
ORD00120,2023-02-19,CUST1167,Mouse,3,983,2949,South,Bob,Cash
ORD00121,2023-10-28,CUST1248,Smartphone,10,254,2540,South,Alice,Cash
ORD00122,2023-01-03,CUST5264,Smartwatch,9,1029,9261,East,Eve,Debit Card
ORD00123,2023-04-21,CUST4531,Laptop,5,1119,5595,South,David,Credit Card
ORD00124,2023-04-12,CUST9734,Mouse,6,940,5640,East,Charlie,Bank Transfer
ORD00125,2023-08-17,CUST2405,Monitor,8,582,4656,South,Grace,Debit Card
ORD00126,2023-11-30,CUST6198,Monitor,8,1689,13512,East,Bob,UPI
ORD00127,2023-12-05,CUST1369,Monitor,6,121,726,East,Alice,Bank Transfer
ORD00128,2023-02-11,CUST4881,Monitor,7,1374,9618,North,Eve,UPI
ORD00129,2023-06-25,CUST9234,Mouse,8,671,5368,South,Alice,Credit Card
ORD00130,2023-07-06,CUST1848,Keyboard,5,1103,5515,West,Alice,Debit Card
ORD00131,2023-12-06,CUST4861,Laptop,7,1443,10101,West,Hannah,Cash
ORD00132,2023-01-22,CUST7536,Headphones,8,586,4688,South,Charlie,Cash
ORD00133,2023-11-08,CUST4855,Smartphone,5,1049,5245,North,Frank,Bank Transfer
ORD00134,2023-02-09,CUST3864,Smartwatch,9,442,3978,East,Hannah,Cash
ORD00135,2023-10-27,CUST9017,Headphones,10,753,7530,West,Alice,Bank Transfer
ORD00136,2023-04-29,CUST1724,Smartwatch,5,357,1785,North,Grace,Debit Card
ORD00137,2023-05-21,CUST1378,Monitor,4,1199,4796,West,Bob,UPI
ORD00138,2023-02-03,CUST6601,Mouse,2,1329,2658,South,Eve,Credit Card
ORD00139,2023-07-21,CUST8428,Monitor,5,445,2225,South,Charlie,Cash
ORD00140,2023-04-17,CUST1162,Monitor,3,308,924,South,Charlie,UPI
ORD00141,2023-04-09,CUST7527,Headphones,5,1284,6420,North,Alice,Credit Card
ORD00142,2023-08-31,CUST2974,Tablet,4,1259,5036,West,Eve,Cash
ORD00143,2023-03-05,CUST4067,Smartphone,3,1324,3972,North,Bob,Bank Transfer
ORD00144,2023-03-16,CUST2775,Smartphone,3,1610,4830,North,Alice,Debit Card
ORD00145,2023-01-08,CUST7216,Tablet,4,1668,6672,East,Alice,Debit Card
ORD00146,2023-06-01,CUST7693,Mouse,3,896,2688,South,Grace,Debit Card
ORD00147,2023-02-03,CUST6160,Smartwatch,8,1703,13624,North,David,Credit Card
ORD00148,2023-12-16,CUST5636,Mouse,4,1514,6056,East,Eve,Bank Transfer
ORD00149,2023-07-24,CUST8528,Laptop,7,786,5502,East,Charlie,Cash
ORD00150,2023-08-30,CUST5579,Mouse,2,596,1192,South,Eve,Cash
ORD00151,2023-12-01,CUST8846,Smartphone,7,1252,8764,South,Grace,UPI
ORD00152,2023-09-07,CUST1425,Laptop,9,1353,12177,East,Frank,Debit Card
ORD00153,2023-08-13,CUST3326,Monitor,8,1933,15464,North,Alice,Debit Card
ORD00154,2023-05-12,CUST3440,Laptop,8,1387,11096,West,Alice,Credit Card
ORD00155,2023-04-19,CUST2799,Tablet,4,1684,6736,North,Frank,Debit Card
ORD00156,2023-04-19,CUST8183,Smartphone,1,831,831,East,Eve,Cash
ORD00157,2023-09-23,CUST2963,Monitor,9,1898,17082,North,Grace,Credit Card
ORD00158,2023-11-04,CUST3749,Smartwatch,10,672,6720,West,Alice,Cash
ORD00159,2023-02-26,CUST5461,Smartphone,3,300,900,North,Alice,Bank Transfer
ORD00160,2023-07-06,CUST3946,Smartphone,10,334,3340,North,Charlie,Bank Transfer
ORD00161,2023-10-19,CUST8371,Smartwatch,6,1830,10980,South,Bob,Bank Transfer
ORD00162,2023-08-30,CUST6072,Smartwatch,2,261,522,West,Bob,Debit Card
ORD00163,2023-11-24,CUST4972,Mouse,6,374,2244,South,Alice,Debit Card
ORD00164,2023-06-02,CUST3211,Keyboard,7,1448,10136,South,Bob,Credit Card
ORD00165,2023-06-27,CUST4542,Tablet,4,1882,7528,North,Frank,Cash
ORD00166,2023-12-24,CUST5028,Smartwatch,3,454,1362,East,David,Bank Transfer
ORD00167,2023-02-17,CUST6582,Monitor,1,1606,1606,East,Bob,Bank Transfer
ORD00168,2023-10-18,CUST1790,Keyboard,7,1405,9835,West,Frank,Debit Card
ORD00169,2023-05-28,CUST9778,Monitor,9,1883,16947,South,Frank,Bank Transfer
ORD00170,2023-09-16,CUST1214,Headphones,9,510,4590,East,Alice,Cash
ORD00171,2023-06-28,CUST6843,Smartwatch,3,696,2088,South,David,Cash
ORD00172,2023-09-19,CUST9468,Mouse,2,1091,2182,South,Eve,Bank Transfer
ORD00173,2023-11-26,CUST4131,Smartwatch,8,1932,15456,South,Charlie,Cash
ORD00174,2023-11-19,CUST5642,Monitor,9,630,5670,South,Alice,Cash
ORD00175,2023-10-15,CUST9569,Smartwatch,4,959,3836,South,Charlie,Bank Transfer
ORD00176,2023-05-01,CUST7630,Tablet,1,353,353,North,Bob,Debit Card
ORD00177,2023-09-30,CUST3455,Headphones,1,1040,1040,East,Grace,UPI
ORD00178,2023-10-13,CUST3620,Headphones,4,1211,4844,South,Alice,Cash
ORD00179,2023-04-12,CUST5890,Tablet,9,1421,12789,West,Alice,Cash
ORD00180,2023-03-15,CUST8287,Smartphone,6,598,3588,West,Charlie,UPI
ORD00181,2023-11-11,CUST1973,Smartwatch,9,1788,16092,West,Grace,Bank Transfer
ORD00182,2023-12-23,CUST2819,Monitor,7,1080,7560,North,Eve,UPI
ORD00183,2023-04-20,CUST2863,Laptop,10,1671,16710,South,Eve,Debit Card
ORD00184,2023-02-04,CUST3031,Laptop,1,1790,1790,South,Bob,Bank Transfer
ORD00185,2023-03-06,CUST9290,Smartwatch,7,1948,13636,South,Grace,UPI
ORD00186,2023-06-27,CUST2691,Smartwatch,10,1206,12060,North,Charlie,Bank Transfer
ORD00187,2023-07-04,CUST8926,Smartwatch,2,905,1810,South,Eve,Debit Card
ORD00188,2023-04-13,CUST8931,Keyboard,7,1970,13790,North,Charlie,Credit Card
ORD00189,2023-01-27,CUST1113,Headphones,7,1273,8911,West,Hannah,UPI
ORD00190,2023-02-27,CUST7559,Headphones,7,1346,9422,West,Frank,Bank Transfer
ORD00191,2023-09-18,CUST5111,Mouse,10,1228,12280,East,Hannah,Debit Card
ORD00192,2023-04-20,CUST1737,Keyboard,10,1944,19440,East,Hannah,Bank Transfer
ORD00193,2023-05-12,CUST3232,Keyboard,6,1657,9942,West,Bob,Debit Card
ORD00194,2023-07-20,CUST1347,Monitor,6,818,4908,South,Alice,Debit Card
ORD00195,2023-02-18,CUST3391,Monitor,5,1295,6475,East,Grace,Debit Card
ORD00196,2023-01-22,CUST5051,Smartphone,6,877,5262,North,David,UPI
ORD00197,2023-10-14,CUST2038,Smartwatch,3,763,2289,West,Frank,UPI
ORD00198,2023-02-09,CUST4992,Monitor,6,968,5808,East,Frank,Debit Card
ORD00199,2023-02-25,CUST8745,Smartwatch,7,474,3318,East,Grace,UPI
ORD00200,2023-10-14,CUST2786,Headphones,1,1683,1683,East,David,Debit Card
ORD00201,2023-11-23,CUST4754,Keyboard,3,148,444,South,Bob,Bank Transfer
ORD00202,2023-11-10,CUST2732,Headphones,9,735,6615,East,Alice,Bank Transfer
ORD00203,2023-04-15,CUST5085,Monitor,2,702,1404,South,Bob,Cash
ORD00204,2023-02-12,CUST4299,Mouse,10,1575,15750,West,Alice,Cash
ORD00205,2023-03-30,CUST2668,Smartwatch,5,1592,7960,West,Alice,Bank Transfer
ORD00206,2023-04-12,CUST3949,Keyboard,10,311,3110,South,Alice,Cash
ORD00207,2023-12-20,CUST7971,Smartwatch,7,1096,7672,East,Eve,Debit Card
ORD00208,2023-09-16,CUST6335,Keyboard,3,795,2385,South,Charlie,Debit Card
ORD00209,2023-01-09,CUST1989,Keyboard,7,1608,11256,East,Hannah,UPI
ORD00210,2023-01-24,CUST4081,Tablet,1,292,292,East,Charlie,Credit Card
ORD00211,2023-05-13,CUST6424,Keyboard,3,1620,4860,East,Bob,Cash
ORD00212,2023-06-01,CUST5177,Laptop,4,1549,6196,North,David,UPI
ORD00213,2023-05-21,CUST1151,Tablet,10,1898,18980,North,Bob,Bank Transfer
ORD00214,2023-11-26,CUST4229,Laptop,10,1882,18820,North,Eve,Debit Card
ORD00215,2023-02-25,CUST3771,Smartwatch,9,388,3492,North,Alice,Credit Card
ORD00216,2023-06-06,CUST8272,Smartphone,8,776,6208,South,Charlie,Credit Card
ORD00217,2023-02-02,CUST5955,Smartwatch,7,1755,12285,South,Hannah,Credit Card
ORD00218,2023-09-23,CUST3026,Smartwatch,1,298,298,East,David,UPI
ORD00219,2023-03-12,CUST5355,Mouse,1,1867,1867,East,Grace,Bank Transfer
ORD00220,2023-08-20,CUST9053,Smartphone,10,1572,15720,West,Bob,UPI
ORD00221,2023-01-21,CUST8449,Smartphone,4,1588,6352,West,Grace,Credit Card
ORD00222,2023-11-19,CUST7381,Mouse,9,1411,12699,South,Frank,Debit Card
ORD00223,2023-05-29,CUST2390,Headphones,3,643,1929,West,Alice,Bank Transfer
ORD00224,2023-03-03,CUST2934,Mouse,9,200,1800,South,Hannah,Bank Transfer
ORD00225,2023-08-02,CUST8518,Tablet,7,980,6860,South,Charlie,Bank Transfer
ORD00226,2023-10-10,CUST3128,Keyboard,7,870,6090,West,Eve,Cash
ORD00227,2023-10-25,CUST3902,Headphones,1,1852,1852,South,Eve,Credit Card
ORD00228,2023-07-20,CUST7059,Keyboard,10,273,2730,West,Frank,Debit Card
ORD00229,2023-03-15,CUST3899,Keyboard,7,1153,8071,North,Alice,Debit Card
ORD00230,2023-08-05,CUST5970,Smartphone,9,698,6282,East,Charlie,UPI
ORD00231,2023-07-01,CUST5557,Smartphone,10,967,9670,North,Alice,Bank Transfer
ORD00232,2023-12-09,CUST4133,Tablet,9,267,2403,North,Alice,Debit Card
ORD00233,2023-02-22,CUST1796,Laptop,9,1513,13617,North,Eve,Credit Card
ORD00234,2023-03-07,CUST1651,Smartphone,5,1050,5250,South,Alice,Cash
ORD00235,2023-05-10,CUST8022,Keyboard,5,874,4370,South,Bob,Bank Transfer
ORD00236,2023-02-17,CUST9112,Laptop,3,1981,5943,East,Bob,Credit Card
ORD00237,2023-03-30,CUST8410,Mouse,6,612,3672,North,Charlie,UPI
ORD00238,2023-11-04,CUST8322,Mouse,1,232,232,South,Bob,Credit Card
ORD00239,2023-02-24,CUST9069,Mouse,5,744,3720,West,Charlie,Debit Card
ORD00240,2023-01-18,CUST9883,Mouse,1,814,814,North,Hannah,Debit Card
ORD00241,2023-01-28,CUST3447,Headphones,8,1159,9272,North,Eve,Debit Card
ORD00242,2023-05-04,CUST6275,Headphones,2,1320,2640,East,Grace,Debit Card
ORD00243,2023-02-28,CUST6079,Headphones,5,731,3655,South,Hannah,Cash
ORD00244,2023-08-08,CUST2640,Monitor,4,492,1968,South,Hannah,UPI
ORD00245,2023-03-25,CUST4054,Smartphone,8,274,2192,West,Eve,Cash
ORD00246,2023-09-23,CUST2042,Mouse,3,894,2682,East,Alice,Debit Card
ORD00247,2023-12-20,CUST7576,Smartphone,4,947,3788,West,Alice,Bank Transfer
ORD00248,2023-01-11,CUST8317,Smartwatch,10,532,5320,South,Eve,Bank Transfer
ORD00249,2023-06-26,CUST9454,Keyboard,10,823,8230,West,Bob,Debit Card
ORD00250,2023-12-10,CUST5601,Keyboard,5,1164,5820,East,Bob,Credit Card
ORD00251,2023-08-01,CUST3681,Tablet,8,702,5616,North,Hannah,Credit Card
ORD00252,2023-02-27,CUST6322,Mouse,2,586,1172,West,Eve,UPI
ORD00253,2023-09-10,CUST8171,Monitor,1,718,718,South,David,Credit Card
ORD00254,2023-09-15,CUST8156,Mouse,7,1233,8631,South,David,Debit Card
ORD00255,2023-12-29,CUST3328,Mouse,3,932,2796,South,Hannah,Bank Transfer
ORD00256,2023-08-27,CUST9301,Laptop,10,1056,10560,South,Charlie,Debit Card
ORD00257,2023-02-09,CUST6921,Mouse,10,1107,11070,East,Eve,Credit Card
ORD00258,2023-11-29,CUST8390,Keyboard,9,353,3177,East,Alice,Bank Transfer
ORD00259,2023-10-01,CUST6399,Smartphone,4,1364,5456,West,Hannah,Debit Card
ORD00260,2023-03-10,CUST3367,Headphones,8,1229,9832,North,Eve,Cash
ORD00261,2023-08-18,CUST5214,Smartwatch,3,588,1764,South,Frank,Bank Transfer
ORD00262,2023-01-29,CUST1346,Headphones,8,185,1480,West,Alice,Bank Transfer
ORD00263,2023-03-05,CUST9398,Smartphone,5,485,2425,West,David,UPI
ORD00264,2023-06-08,CUST3954,Tablet,8,1858,14864,North,Alice,Credit Card
ORD00265,2023-09-25,CUST2568,Tablet,1,1443,1443,South,Frank,Debit Card
ORD00266,2023-07-31,CUST7065,Keyboard,8,432,3456,South,Eve,Credit Card
ORD00267,2023-03-04,CUST2262,Smartphone,10,1461,14610,North,Grace,Credit Card
ORD00268,2023-04-18,CUST5507,Keyboard,7,926,6482,East,Charlie,Bank Transfer
ORD00269,2023-02-28,CUST2375,Smartphone,5,1621,8105,South,Grace,Cash
ORD00270,2023-12-27,CUST1366,Monitor,10,1968,19680,West,Eve,Credit Card
ORD00271,2023-12-04,CUST9677,Smartwatch,5,1314,6570,East,Hannah,Bank Transfer
ORD00272,2023-03-17,CUST4814,Headphones,10,248,2480,North,Grace,UPI
ORD00273,2023-08-26,CUST1125,Smartphone,5,385,1925,East,Eve,UPI
ORD00274,2023-04-30,CUST4083,Monitor,2,1602,3204,South,Alice,Bank Transfer
ORD00275,2023-08-27,CUST6776,Tablet,1,495,495,East,Hannah,Debit Card
ORD00276,2023-04-26,CUST8338,Headphones,6,962,5772,North,Alice,UPI
ORD00277,2023-01-07,CUST9938,Smartphone,4,1278,5112,East,David,UPI
ORD00278,2023-12-07,CUST4349,Keyboard,7,1027,7189,East,David,UPI
ORD00279,2023-12-07,CUST5754,Smartphone,2,1341,2682,West,David,UPI
ORD00280,2023-01-25,CUST2463,Monitor,3,1312,3936,West,Grace,UPI
ORD00281,2023-12-19,CUST9620,Monitor,9,1000,9000,North,Frank,UPI
ORD00282,2023-10-20,CUST3096,Keyboard,3,1954,5862,North,Frank,Cash
ORD00283,2023-05-07,CUST9704,Mouse,9,1325,11925,South,Charlie,Cash
ORD00284,2023-01-14,CUST8026,Monitor,9,1936,17424,South,Alice,UPI
ORD00285,2023-08-19,CUST5254,Smartphone,4,1689,6756,North,David,Credit Card
ORD00286,2023-02-08,CUST3817,Keyboard,7,1571,10997,South,Eve,Cash
ORD00287,2023-06-05,CUST3232,Smartphone,3,935,2805,West,Charlie,Bank Transfer
ORD00288,2023-05-18,CUST1415,Headphones,2,1356,2712,South,Charlie,Cash
ORD00289,2023-06-07,CUST9268,Smartphone,3,1628,4884,North,Frank,Bank Transfer
ORD00290,2023-03-06,CUST7016,Headphones,6,1744,10464,South,Hannah,Debit Card
ORD00291,2023-11-01,CUST1675,Mouse,6,1874,11244,West,Bob,UPI
ORD00292,2023-04-26,CUST1275,Tablet,4,163,652,North,David,Bank Transfer
ORD00293,2023-06-06,CUST6807,Tablet,4,491,1964,East,Eve,Cash
ORD00294,2023-12-31,CUST3212,Keyboard,5,399,1995,West,Frank,Bank Transfer
ORD00295,2023-10-17,CUST9259,Mouse,10,379,3790,East,Bob,Bank Transfer
ORD00296,2023-03-20,CUST2346,Mouse,9,607,5463,East,Charlie,Debit Card
ORD00297,2023-05-29,CUST4388,Tablet,5,1270,6350,East,Eve,Debit Card
ORD00298,2023-06-17,CUST8943,Mouse,2,1052,2104,North,Alice,Debit Card
ORD00299,2023-02-14,CUST6679,Mouse,3,1540,4620,South,Alice,Debit Card
ORD00300,2023-03-11,CUST5945,Headphones,3,698,2094,North,Frank,Cash
ORD00301,2023-11-24,CUST7576,Smartwatch,7,1422,9954,East,Grace,UPI
ORD00302,2023-07-11,CUST1685,Monitor,2,1608,3216,West,Eve,Credit Card
ORD00303,2023-06-05,CUST9608,Laptop,6,636,3816,South,Charlie,UPI
ORD00304,2023-05-16,CUST5217,Laptop,4,1738,6952,North,Bob,Bank Transfer
ORD00305,2023-08-02,CUST5992,Laptop,4,348,1392,North,Eve,UPI
ORD00306,2023-04-25,CUST1192,Smartphone,5,957,4785,North,Hannah,Cash
ORD00307,2023-05-23,CUST8906,Mouse,2,534,1068,South,Hannah,Debit Card
ORD00308,2023-07-11,CUST9944,Smartphone,5,1648,8240,West,Grace,Credit Card
ORD00309,2023-09-07,CUST1560,Headphones,6,387,2322,North,Grace,Credit Card
ORD00310,2023-05-30,CUST4545,Tablet,4,1935,7740,West,Eve,Credit Card
ORD00311,2023-02-24,CUST4625,Headphones,3,1434,4302,East,Frank,Bank Transfer
ORD00312,2023-01-29,CUST5501,Tablet,2,1253,2506,West,Alice,Debit Card
ORD00313,2023-10-12,CUST2115,Smartphone,6,954,5724,East,Eve,Cash
ORD00314,2023-05-09,CUST5457,Smartphone,1,827,827,West,David,UPI
ORD00315,2023-07-17,CUST5922,Monitor,1,915,915,South,David,Bank Transfer
ORD00316,2023-01-21,CUST7567,Tablet,6,203,1218,North,Frank,UPI
ORD00317,2023-07-18,CUST3865,Tablet,10,712,7120,North,Charlie,Debit Card
